level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
rhox_valbrand_nor_settlement_major_2	rhox_valbrand_NORSCA_settlement_major	1	3	1500	0		false	false			true	wh_main_NORSCA_settlement	false	0.0000	1	true	0	wh_cam_settlement_major_nordic	true	0	0		0
rhox_valbrand_nor_settlement_major_3	rhox_valbrand_NORSCA_settlement_major	2	4	3000	0		false	false			true	wh_main_NORSCA_settlement	false	0.0000	2	true	0	wh_cam_settlement_major_nordic	true	0	0		0
rhox_valbrand_nor_settlement_major_4	rhox_valbrand_NORSCA_settlement_major	3	5	6000	0		false	false			true	wh_main_NORSCA_settlement	false	0.0000	4	true	0	wh_cam_settlement_major_nordic	true	0	0		0
rhox_valbrand_nor_settlement_major_5	rhox_valbrand_NORSCA_settlement_major	4	6	12000	0		false	false			true	wh_main_NORSCA_settlement	false	0.0000	5	true	0	wh_cam_settlement_major_nordic	true	0	0		0
rhox_valbrand_nor_slaves_1	rhox_valbrand_NORSCA_slaves	0	1	250	0		false	false			true	wh_main_nor_slaves	true	0.0000	0	true	0		true	0	0		0
rhox_valbrand_nor_slaves_2	rhox_valbrand_NORSCA_slaves	1	2	500	0		false	false			true	wh_main_nor_slaves	true	0.0000	0	true	1		true	0	0		0
rhox_valbrand_nor_slaves_3	rhox_valbrand_NORSCA_slaves	2	3	1000	0		false	false			true	wh_main_nor_slaves	true	0.0000	0	true	2		true	0	0		0
rhox_valbrand_nor_smith_1	rhox_valbrand_NORSCA_smith	0	2	1500	0		false	false			true	wh_main_NORSCA_smith	true	0.0000	0	true	1		true	0	0		0
rhox_valbrand_nor_smith_2	rhox_valbrand_NORSCA_smith	1	3	2500	0		false	false			true	wh_main_NORSCA_smith	true	0.0000	0	true	2		true	0	0		0
rhox_valbrand_nor_smith_3	rhox_valbrand_NORSCA_smith	2	4	4000	0		false	false			true	wh_main_NORSCA_smith	true	0.0000	0	true	3		true	0	0		0
rhox_valbrand_nor_stables_1	rhox_valbrand_NORSCA_stables	0	1	500	0		false	false			true	wh_main_NORSCA_stables	true	0.0000	0	true	0		true	0	0		0
rhox_valbrand_nor_stables_2	rhox_valbrand_NORSCA_stables	1	2	1000	0		false	false			true	wh_main_NORSCA_stables	true	0.0000	0	true	1		true	0	0		0
rhox_valbrand_nor_stables_3	rhox_valbrand_NORSCA_stables	2	3	2000	0		false	false			true	wh_main_NORSCA_stables	true	0.0000	0	true	2		true	0	0		0
rhox_valbrand_nor_walls_1	rhox_valbrand_NORSCA_walls	0	3	2000	0		false	false			true	wh_main_NORSCA_walls	true	0.0000	0	true	1		true	0	0		0
rhox_valbrand_nor_walls_2	rhox_valbrand_NORSCA_walls	1	4	4000	0		false	false			true	wh_main_NORSCA_walls	true	0.0000	0	true	2		true	0	0		0
rhox_valbrand_nor_walls_3	rhox_valbrand_NORSCA_walls	2	5	6000	0		false	false			true	wh_main_NORSCA_walls	true	0.0000	0	true	3		true	0	0		0
rhox_valbrand_nor_worship_1	rhox_valbrand_NORSCA_worship	0	2	1000	0		false	false			true	wh_main_NORSCA_worship	true	0.0000	0	true	1		true	0	0		0
rhox_valbrand_nor_worship_2	rhox_valbrand_NORSCA_worship	1	3	1500	0		false	false			true	wh_main_NORSCA_worship	true	0.0000	0	true	2		true	0	0		0
rhox_valbrand_nor_worship_3	rhox_valbrand_NORSCA_worship	2	4	2000	0		false	false			true	wh_main_NORSCA_worship	true	0.0000	0	true	3		true	0	0		0
rhox_valbrand_nor_worship_4	rhox_valbrand_NORSCA_worship	3	5	3000	0		false	false			true	wh_main_NORSCA_worship	true	0.0000	0	true	4		true	0	0		0
